"avg_z","x","y"
34.492333984375,267739.284393307,8440659.09109997
40.8192077636719,284147.500776305,8440803.88976042
33.5829406738281,202100.765258447,8439132.67667984
33.1266418457031,225900.610920009,8439400.96206106
36.7556091308594,272669.425344077,8439863.08149949
36.8154541015625,188978.475285129,8438134.06754595
32.0493103027344,211958.98303032,8438405.53663531
34.0238891601563,247243.712317125,8438781.78463121
37.4507690429688,276778.7649642,8439058.95133108
36.9269653320313,189809.563235404,8437303.12318978
33.5721069335938,247252.093620857,8437941.10026038
41.2330871582031,280067.439191064,8438247.08747835
35.1059204101563,208695.607918406,8436686.25613936
39.2246337890625,276793.569281243,8437377.85604107
37.1730590820313,192292.276727121,8435651.17290384
32.3760009765625,248909.670658739,8436276.05671512
39.8639770507813,287464.209694572,8436629.06432366
32.6223388671875,248918.010617207,8435435.37907247
41.0877014160156,286651.065845593,8435781.65886295
33.8276611328125,245644.95540032,8434561.90906934
41.2183471679688,285837.976971684,8434934.2194925
28.3264404296875,234168.392686711,8433603.02382216
37.210107421875,276823.224779693,8434015.65993104
34.6276794433594,139805.201264811,8431592.65748303
28.7699829101563,239099.323272113,8432813.58938163
37.1299987792969,276010.484990079,8433167.85094255
35.2046142578125,138996.308638046,8430739.59960029
28.9509216308594,234186.088433353,8431921.51679323
37.4922424316406,269456.724467821,8432268.23697863
32.6569458007813,222710.260135981,8430957.15808221
28.6877075195313,239116.699741815,8431132.1319722
40.1263061523438,282586.17186571,8431544.12213948
31.6087890625,227641.447649639,8430169.98417213
33.1242614746094,250608.545247709,8430407.57983804
32.3262268066406,137390.795832654,8428192.02026363
32.6467529296875,235032.915144975,8429407.88986163
32.4899841308594,134119.659796654,8427303.18116673
33.2520080566406,231760.848561487,8428532.41361108
40.6821533203125,281787.912079142,8429015.45039757
33.0499816894531,233410.21175521,8427709.0695184
40.9497314453125,283435.141498816,8428189.07780391
34.2392211914063,236699.772522224,8426902.85363199
31.1466003417969,224406.183112041,8425930.29140034
31.6496215820313,244089.561154145,8426138.30493174
30.6019836425781,239177.661202152,8425247.01726566
30.3210388183594,84929.0196791503,8422330.44157133
29.0700012207031,245746.746262827,8424473.54375778
30.0546813964844,243295.236072728,8423607.81067016
30.1178527832031,239203.85601752,8422724.81867686
34.3606201171875,85791.7654631328,8419818.77907386
33.0499816894531,277747.314384155,8422255.19363783
31.9299865722656,248240.55718208,8421135.56901962
34.2699829101563,281860.909803346,8420610.11118993
37.6711975097656,284327.321101395,8419790.87724325
37.051171875,281055.879111551,8418921.87964911
35.4299865722656,241715.871666827,8417705.93232648
37.3910766601563,276145.27242246,8418037.80429513
37.5418029785156,89158.484225683,8414822.53459036
37.6998840332031,272874.197031775,8417167.66624855
38.1589904785156,288447.061701294,8417304.31388389
36.8055358886719,269603.290016785,8416297.06799896
38.8962341308594,288454.176864459,8416463.80290726
38.4234558105469,268791.426330325,8415448.89931703
40.8332458496094,289280.83131445,8415630.22101011
33.9099975585938,257324.564619673,8414499.35220975
38.0947814941406,286829.392521854,8414768.8328448
36.0508361816406,249136.391413182,8413577.60429894
38.1430297851563,283558.59330834,8413900.08317725
32.3447204589844,245046.667783373,8412695.33321282
42.0337463378906,272092.914971346,8412957.29531292
45.1697937011719,299135.307235477,8413189.86558285
37.4973388671875,258168.668249867,8411985.37021578
38.9924865722656,286850.948410779,8412247.27393392
35.3149963378906,90896.6939430079,8408957.5426365
34.8371215820313,259815.881426425,8411160.58759892
42.6938415527344,297510.137710815,8411495.65206882
32.4796081542969,94192.6157356765,8408169.60356099
37.2710510253906,269657.6547717,8410412.91118126
42.2553649902344,299155.639484241,8410668.4521878
35.7980285644531,93385.8692480519,8407314.51577207
39.4106689453125,271304.274852126,8409587.43831221
42.4381652832031,299162.423928455,8409827.98009409
36.2919555664063,87656.2788553791,8406378.1685699
38.05458984375,267215.023895706,8408708.82124237
44.9099975585938,291795.616735495,8408926.84634405
43.10634765625,312277.208114292,8409089.94272082
40.1614929199219,332756.978890137,8409236.1470054
33.0299926757813,140988.15108377,8406364.50203693
41.0163818359375,293441.201409084,8408100.02012007
45.961083984375,309825.948062722,8408230.83061637
42.1090942382813,325390.362613866,8408345.08150233
36.9879699707031,86043.3283996062,8404667.38459667
33.0846801757813,142640.419549267,8405546.83498496
43.4092346191406,300002.015442397,8407313.17224898
40.047509765625,314747.40498653,8407427.54914957
43.8091369628906,329491.863433558,8407533.161243
35.9194885253906,88518.6386281467,8403866.59244712
36.1636596679688,266419.33388764,8406179.29888944
41.7155700683594,301647.155532934,8406485.84922509
42.2627807617188,316391.938196541,8406599.30682167
39.1338134765625,331135.798170563,8406703.99570849
35.0684448242188,142664.657134403,8403864.18895116
42.8104797363281,300834.718838597,8405638.82072039
41.4329467773438,315579.054907334,8405752.82049096
39.0603271484375,330322.464333127,8405858.0471629
33.3699890136719,147596.459496695,8403093.31475688
42.9357238769531,304937.07590723,8404830.91457238
41.4151550292969,319680.646896814,8404942.53083075
36.7242980957031,334423.312002343,8405045.37056806
40.7697082519531,297571.792206011,8403931.33244251
45.7304931640625,312315.343353216,8404047.39392363
36.61806640625,327057.951719212,8404154.67319803
34.0975280761719,256620.177634474,8402722.17351883
43.0982604980469,304950.308025913,8403150.00723529
40.1117492675781,319692.877759954,8403261.73097975
36.1459289550781,334434.541936248,8403364.66975326
38.027978515625,268097.30997739,8401991.63627287
43.4127746582031,310690.068241665,8402354.06643567
36.1606079101563,325431.776059,8402462.42554977
33.3606506347656,145184.886708788,8399692.98290466
36.2900024414063,258275.109651143,8401056.91834599
41.0788818359375,305782.554771671,8401475.54153792
37.509912109375,320524.069983504,8401586.88413783
33.6181884765625,335264.684079447,8401689.43347819
37.5124755859375,149295.922250529,8398910.18227291
37.8665710449219,264836.548400543,8400279.47037268
41.7299743652344,306608.125007519,8400641.50877992
35.1485229492188,322986.914619196,8400764.19596797
33.8050170898438,68123.8602826665,8396782.62250344
35.6491943359375,145209.043754842,8398010.36584836
28.7444702148438,199302.997280653,8398728.08375735
43.0104614257813,300882.041494989,8399755.53020412
37.5800415039063,320536.270350078,8399906.08605087
33.8256164550781,68138.5892504112,8395940.72470529
35.5590454101563,141122.314292802,8397109.80953706
33.7178283691406,164073.94418861,8397432.79405253
38.7112365722656,267309.779186766,8398621.49864531
44.344384765625,305802.365370929,8398954.1832445
37.1860290527344,324636.659432784,8399095.09642361
35.1739135742188,77996.3879819139,8395269.19563688
36.1158081054688,143593.771455739,8396304.11913889
33.1834350585938,164904.988938908,8396602.75535802
41.1112915039063,270593.846444265,8397811.5533158
41.9899841308594,311541.118146611,8398158.1596479
37.3259216308594,329555.512118848,8398289.12211003
34.5706420898438,82111.6495618259,8394497.23326816
37.7592712402344,145245.325931924,8395486.43754383
32.4734741210938,162457.696691303,8395728.0462438
31.6296936035156,196875.633718443,8396175.09938675
45.7795043945313,305815.58942514,8397273.27527547
38.7907958984375,324648.599570222,8397414.32356025
34.0491271972656,67362.5795128425,8393400.64007368
37.7507873535156,145257.432418932,8394645.12738295
33.9279113769531,163288.763648958,8394898.06145356
32.4642578125,196066.625804376,8395324.02992993
41.5716796875,307459.864656984,8396445.66317549
38.0021911621094,328748.371854395,8396602.70845055
34.8443237304688,137072.894871304,8393684.4104609
36.0977111816406,151826.468846214,8393897.37003898
35.9713989257813,170675.723557308,8394156.57626339
42.5592590332031,301734.768731951,8395559.76673569
38.5295959472656,325479.288938579,8395739.36032561
30.9908081054688,133806.590646858,8392794.48966299
36.3230529785156,148560.057006569,8393009.52409655
36.6715026855469,169867.523789581,8393304.45996732
41.8563171386719,303379.109008832,8394732.42289695
36.4545227050781,328760.050925307,8394921.96013079
30.32998046875,133819.10973757,8391953.09813897
36.4973388671875,148572.069609228,8392168.23530935
36.8835998535156,169878.8053615,8392463.31209777
41.6628662109375,303385.820271328,8393891.9573994
36.3439270019531,329584.562613631,8394087.26613497
31.4999633789063,135470.886116992,8391136.06074777
36.069970703125,150223.139584671,8391350.31314004
37.145654296875,170709.483961628,8391633.14838489
44.6499877929688,305029.987354157,8393064.52228366
35.0998474121094,333683.540748282,8393274.90262144
37.5486083984375,143678.997528225,8390414.86373716
